#Frequency ; Level(dBm)
1000000 ; -106,3  ; 
1005000 ; -107,6  ; 
1010000 ; -107,5  ; 
1015000 ; -107,9  ; 
1020000 ; -107,5  ; 
1025000 ; -107,9  ; 
1030000 ; -107,8  ; 
1035000 ; -108,0  ; 
1040000 ; -108,4  ; 
1045000 ; -108,1  ; 
1050000 ; -106,1  ; 
1055000 ; -108,4  ; 
1060000 ; -108,6  ; 
1065000 ; -109,0  ; 
1070000 ; -108,8  ; 
1075000 ; -109,1  ; 
1080000 ; -108,9  ; 
1085000 ; -108,9  ; 
1090000 ; -109,4  ; 
1095000 ; -109,1  ; 
1100000 ; -109,3  ; 
1105000 ; -109,6  ; 
1110000 ; -109,7  ; 
1115000 ; -110,0  ; 
1120000 ; -109,8  ; 
1125000 ; -110,0  ; 
1130000 ; -110,0  ; 
1135000 ; -110,4  ; 
1140000 ; -110,3  ; 
1145000 ; -110,8  ; 
1150000 ; -110,6  ; 
1155000 ; -110,8  ; 
1160000 ; -110,5  ; 
1165000 ; -110,8  ; 
1170000 ; -111,1  ; 
1175000 ; -111,0  ; 
1180000 ; -109,7  ; 
1185000 ; -110,9  ; 
1190000 ; -110,8  ; 
1195000 ; -111,1  ; 
1200000 ; -111,2  ; 
1205000 ; -111,3  ; 
1210000 ; -111,4  ; 
1215000 ; -111,2  ; 
1220000 ; -111,5  ; 
1225000 ; -111,2  ; 
1230000 ; -111,2  ; 
1235000 ; -110,9  ; 
1240000 ; -111,0  ; 
1245000 ; -111,3  ; 
1250000 ; -111,3  ; 
1255000 ; -90,6  ; 
1260000 ; -88,2  ; 
1265000 ; -100,8  ; 
1270000 ; -109,1  ; 
1275000 ; -110,9  ; 
1280000 ; -111,0  ; 
1285000 ; -110,6  ; 
1290000 ; -110,7  ; 
1295000 ; -110,6  ; 
1300000 ; -110,3  ; 
1305000 ; -110,4  ; 
1310000 ; -110,5  ; 
1315000 ; -109,9  ; 
1320000 ; -109,9  ; 
1325000 ; -109,6  ; 
1330000 ; -109,2  ; 
1335000 ; -109,2  ; 
1340000 ; -109,0  ; 
1345000 ; -108,8  ; 
1350000 ; -108,8  ; 
1355000 ; -108,9  ; 
1360000 ; -108,9  ; 
1365000 ; -109,2  ; 
1370000 ; -108,9  ; 
1375000 ; -108,9  ; 
1380000 ; -108,4  ; 
1385000 ; -108,5  ; 
1390000 ; -108,4  ; 
1395000 ; -108,2  ; 
1400000 ; -107,7  ; 
1405000 ; -108,2  ; 
1410000 ; -108,0  ; 
1415000 ; -107,8  ; 
1420000 ; -107,9  ; 
1425000 ; -107,8  ; 
1430000 ; -107,6  ; 
1435000 ; -107,6  ; 
1440000 ; -107,5  ; 
1445000 ; -107,4  ; 
1450000 ; -107,5  ; 
1455000 ; -107,6  ; 
1460000 ; -107,0  ; 
1465000 ; -107,6  ; 
1470000 ; -107,4  ; 
1475000 ; -107,2  ; 
1480000 ; -107,2  ; 
1485000 ; -106,9  ; 
1490000 ; -106,8  ; 
1495000 ; -91,2  ; 
1500000 ; -90,2  ; 
1505000 ; -100,3  ; 
1510000 ; -105,7  ; 
1515000 ; -107,0  ; 
1520000 ; -107,1  ; 
1525000 ; -101,9  ; 
1530000 ; -106,1  ; 
1535000 ; -106,6  ; 
1540000 ; -106,7  ; 
1545000 ; -106,9  ; 
1550000 ; -107,0  ; 
1555000 ; -107,1  ; 
1560000 ; -107,2  ; 
1565000 ; -107,0  ; 
1570000 ; -106,9  ; 
1575000 ; -107,1  ; 
1580000 ; -107,2  ; 
1585000 ; -107,1  ; 
1590000 ; -107,3  ; 
1595000 ; -106,1  ; 
1600000 ; -106,6  ; 
1605000 ; -107,1  ; 
1610000 ; -107,2  ; 
1615000 ; -107,2  ; 
1620000 ; -107,2  ; 
1625000 ; -107,9  ; 
1630000 ; -107,8  ; 
1635000 ; -107,9  ; 
1640000 ; -108,2  ; 
1645000 ; -107,8  ; 
1650000 ; -107,7  ; 
1655000 ; -107,9  ; 
1660000 ; -107,8  ; 
1665000 ; -108,0  ; 
1670000 ; -108,1  ; 
1675000 ; -108,0  ; 
1680000 ; -108,0  ; 
1685000 ; -108,2  ; 
1690000 ; -108,8  ; 
1695000 ; -108,6  ; 
1700000 ; -108,5  ; 
1705000 ; -108,7  ; 
1710000 ; -109,0  ; 
1715000 ; -109,0  ; 
1720000 ; -109,1  ; 
1725000 ; -109,6  ; 
1730000 ; -109,5  ; 
1735000 ; -110,0  ; 
1740000 ; -110,4  ; 
1745000 ; -110,1  ; 
1750000 ; -110,2  ; 
1755000 ; -110,2  ; 
1760000 ; -110,3  ; 
1765000 ; -110,4  ; 
1770000 ; -110,4  ; 
1775000 ; -110,5  ; 
1780000 ; -110,7  ; 
1785000 ; -110,4  ; 
1790000 ; -110,7  ; 
1795000 ; -110,7  ; 
1800000 ; -90,6  ; 
1805000 ; -90,9  ; 
1810000 ; -90,7  ; 
1815000 ; -90,8  ; 
1820000 ; -90,8  ; 
1825000 ; -90,5  ; 
1830000 ; -90,7  ; 
1835000 ; -90,9  ; 
1840000 ; -90,7  ; 
1845000 ; -90,6  ; 
1850000 ; -90,7  ; 
1855000 ; -89,3  ; 
1860000 ; -90,4  ; 
1865000 ; -90,7  ; 
1870000 ; -90,3  ; 
1875000 ; -90,3  ; 
1880000 ; -90,0  ; 
1885000 ; -89,8  ; 
1890000 ; -90,0  ; 
1895000 ; -89,8  ; 
1900000 ; -85,1  ; 
1905000 ; -87,5  ; 
1910000 ; -89,2  ; 
1915000 ; -88,8  ; 
1920000 ; -88,4  ; 
1925000 ; -89,0  ; 
1930000 ; -88,6  ; 
1935000 ; -88,2  ; 
