Parks-McClellan FIR Filter Design

Filter type: Low pass
Passband: 0 - 0.0604
Order: 975
Passband ripple: 0.1 dB
Transition band: 0.0042
Stopband attenuation: 100.0 dB

Coefficients:

a[0] =	6.0776168175222386E-6
a[1] =	4.027010213569736E-6
a[2] =	3.768363780379865E-6
a[3] =	1.7378658125313518E-6
a[4] =	-2.89297056980579E-6
a[5] =	-1.0954589429354057E-5
a[6] =	-2.317118786774098E-5
a[7] =	-4.002961074887137E-5
a[8] =	-6.16898706930814E-5
a[9] =	-8.781349799198706E-5
a[10] =	-1.1755920576097192E-4
a[11] =	-1.4952511352840729E-4
a[12] =	-1.8178549109499934E-4
a[13] =	-2.1202282246355603E-4
a[14] =	-2.3768238734277197E-4
a[15] =	-2.5622664445219617E-4
a[16] =	-2.653713546197212E-4
a[17] =	-2.6338161422190476E-4
a[18] =	-2.492998398451877E-4
a[19] =	-2.231395270429668E-4
a[20] =	-1.8599158080114927E-4
a[21] =	-1.400104517592124E-4
a[22] =	-8.829291905928903E-5
a[23] =	-3.4630154438047575E-5
a[24] =	1.6822994560890047E-5
a[25] =	6.195488565842463E-5
a[26] =	9.712509723834E-5
a[27] =	1.1955978371839038E-4
a[28] =	1.2768686708167576E-4
a[29] =	1.2133814695114564E-4
a[30] =	1.0181366488696388E-4
a[31] =	7.176992130831718E-5
a[32] =	3.495752571588473E-5
a[33] =	-4.182309625418871E-6
a[34] =	-4.101528920087792E-5
a[35] =	-7.124215130119836E-5
a[36] =	-9.140581330027548E-5
a[37] =	-9.930291024454655E-5
a[38] =	-9.425347256837436E-5
a[39] =	-7.718609582263295E-5
a[40] =	-5.052444781364758E-5
a[41] =	-1.788776614341708E-5
a[42] =	1.6370969670618774E-5
a[43] =	4.77188423655091E-5
a[44] =	7.203220586824363E-5
a[45] =	8.613517139142697E-5
a[46] =	8.822223056794421E-5
a[47] =	7.8103375308666E-5
a[48] =	5.723639505374336E-5
a[49] =	2.8541408168358772E-5
a[50] =	-3.9881990878740245E-6
a[51] =	-3.582248651062467E-5
a[52] =	-6.2512626907837E-5
a[53] =	-8.030573842964883E-5
a[54] =	-8.667052246483425E-5
a[55] =	-8.066295933380332E-5
a[56] =	-6.307278376121195E-5
a[57] =	-3.633407376412034E-5
a[58] =	-4.200236573876404E-6
a[59] =	2.8769554160185898E-5
a[60] =	5.784623170610357E-5
a[61] =	7.880157438945716E-5
a[62] =	8.851836136221703E-5
a[63] =	8.545432505488176E-5
a[64] =	6.988717504755255E-5
a[65] =	4.390503185367817E-5
